,Title,Time,Link
113,BNP Paribas names new CEO- deputy chief of US asset ...,"Nov 18, 2020",https://www.pionline.com/money-management/bnp-paribas-names-new-ceo-deputy-chief-us-asset-management-arm
114,Video Q&A: Andrew Geggus- BNP Paribas,"Nov 16, 2020",https://www.centralbanking.com/regulation/securities/7709426/video-qa-andrew-geggus-bnp-paribas
115,BNP Paribas veut prendre jusqu'à 100% du capital d'Exane,3 days ago,https://www.latribune.fr/depeches/reuters/KBN2B30W0/bnp-paribas-veut-prendre-jusqu-a-100-du-capital-d-exane.html
116,BNP Paribas rolls out payment tracking to corporate clients,1 month ago,https://www.finextra.com/pressarticle/86158/bnp-paribas-rolls-out-payment-tracking-to-corporate-clients
117,Vertical Group Holding: BNP Paribas Leadership MUST Come ...,"Oct 21, 2020",https://www.businesswire.com/news/home/20201021005031/en/Vertical-Group-Holding-BNP-Paribas-Leadership-MUST-Come-to-Malta-for-Questioning-in-Case-Alleging-Anti-semitism-and-Corruption-Court-Rules-Following-Extended-Legal-Fight-Over-Their-Attendance
118,BNP Paribas beats profit forecasts on thriving investment bank,"Jul 30, 2020",https://www.reuters.com/article/uk-bnpparibas-results-idUKKCN24W0IO
119,Product Panel: BNP Paribas AM's blue economy ETF,"Oct 15, 2020",https://www.etfstream.com/features/product-panel-bnp-paribas-am-s-blue-economy-etf/
120,BNP Paribas Pulls Trade Financing on Exposure to GP Global ...,"Aug 6, 2020",https://shipandbunker.com/news/world/399498-bnp-paribas-pulls-trade-financing-on-exposure-to-gp-global-others-reports
121,BNP Paribas Joins Forces With Orange Business Services to ...,"Jan 13, 2021",https://www.businesswire.com/news/home/20210113005507/en/BNP-Paribas-Joins-Forces-With-Orange-Business-Services-to-Deploy-SD-WAN-for-1800-Retail-Sites-in-France
122,Intesa- Nordea- ING- BNP Paribas most affected by ECB ...,"Dec 16, 2020",https://www.spglobal.com/marketintelligence/en/news-insights/latest-news-headlines/intesa-nordea-ing-bnp-paribas-most-affected-by-ecb-dividend-limits-8211-analysts-61767767
123,Fitch Affirms BNP Paribas Asset Management Brasil's IMQ ...,"Dec 7, 2020",https://www.fitchratings.com/research/fund-asset-managers/fitch-affirms-bnp-paribas-asset-management-brasil-imq-rating-at-excellent-07-12-2020
124,Disclosure of received notification of BNP Paribas Asset ...,1 month ago,https://www.globenewswire.com/news-release/2021/01/29/2166390/0/en/Disclosure-of-received-notification-of-BNP-Paribas-Asset-Management-SA.html
125,France opens probe into BNP Paribas over its role in Sudan,"Sep 24, 2020",https://www.reuters.com/article/us-france-bnp-paribas-probe-sudan-idUSKCN26F37Q
126,"European Banks Including Santander- BNP Paribas Could Resume Dividends 
Later This Year- But ECB Restrictions May Mute Payout Size",1 month ago,https://www.forbes.com/sites/palashghosh/2021/01/28/european-banks-including-santander-bnp-paribas-could-resume-dividends-later-this-year-but-ecb-restrictions-may-mute-payout-size/
